2015-11-07T18:49:45.777Z|INFO|TunariApp started!
2015-11-07T18:53:57.633Z|INFO|TunariApp started!
2015-11-07T18:54:50.104Z|INFO|TunariApp started!
2015-11-07T18:55:00.872Z|INFO|TunariApp started!
2015-11-07T18:55:58.987Z|INFO|TunariApp started!
2015-11-07T19:16:49.650Z|INFO|TunariApp started!
2015-11-07T19:16:56.423Z|INFO|TunariApp started!
2015-11-07T19:22:23.479Z|INFO|TunariApp started!
2015-11-07T19:23:53.443Z|INFO|TunariApp started!
2015-11-07T19:24:26.799Z|INFO|TunariApp started!
2015-11-07T19:27:02.278Z|INFO|TunariApp started!
2015-11-07T19:27:49.526Z|INFO|TunariApp started!
